country_name,city_name,aqi_value,aqi_category,dominant_pollutant,predicted_aqi,error,risk_level
Germany,Edingen Neckarhausen,62,Moderate,PM2.5,62.0,0.0,Moderate
Morocco,Asfi,33,Good,OZONE,33.0,0.0,Good
Italy,Piove Di Sacco,58,Moderate,PM2.5,58.0,0.0,Moderate
Mexico,Tijuana,59,Moderate,PM2.5,59.0,0.0,Moderate
France,Bollene,56,Moderate,PM2.5,56.0,0.0,Moderate
India,Kudligi,74,Moderate,PM2.5,74.0,0.0,Moderate
Mexico,Tuxpan,32,Good,PM2.5,32.0,0.0,Good
Brazil,Moju,33,Good,PM2.5,33.0,0.0,Good
Madagascar,Ambovombe,26,Good,OZONE,26.0,0.0,Good
United Republic of Tanzania,Dodoma,21,Good,OZONE,21.0,0.0,Good
United States of America,Grandview,70,Moderate,PM2.5,70.0,0.0,Moderate
Peru,Vice,33,Good,PM2.5,33.0,0.0,Good
Brazil,Alagoa Grande,43,Good,PM2.5,43.0,0.0,Good
Czechia,Most,69,Moderate,PM2.5,69.0,0.0,Moderate
Poland,Tomaszow Lubelski,53,Moderate,PM2.5,53.0,0.0,Moderate
France,Gentilly,31,Good,PM2.5,31.0,0.0,Good
India,Panipat,174,Unhealthy,PM2.5,174.0,0.0,Unhealthy
Italy,Loano,69,Moderate,PM2.5,69.0,0.0,Moderate
Germany,Boblingen,61,Moderate,PM2.5,61.0,0.0,Moderate
Dominican Republic,Quisqueya,100,Unhealthy for Sensitive Groups,PM2.5,100.0,0.0,Moderate
Botswana,Francistown,42,Good,PM2.5,42.0,0.0,Good
Brazil,Bezerros,45,Good,PM2.5,45.0,0.0,Good
India,Udalguri,76,Moderate,PM2.5,76.0,0.0,Moderate
Portugal,Agueda,42,Good,OZONE,42.0,0.0,Good
United Kingdom of Great Britain and Northern Ireland,Nottingham,49,Good,PM2.5,49.0,0.0,Good
United Kingdom of Great Britain and Northern Ireland,Grimsby,36,Good,OZONE,36.0,0.0,Good
India,Madhugiri,62,Moderate,PM2.5,62.0,0.0,Moderate
Italy,Lainate,93,Moderate,PM2.5,93.0,0.0,Moderate
United States of America,West Norriton,59,Moderate,PM2.5,59.0,0.0,Moderate
Indonesia,Kadungora,212,Very Unhealthy,PM2.5,212.4,0.4,Very Unhealthy
Sweden,Hassleholm,38,Good,OZONE,38.0,0.0,Good
Armenia,Ashtarak,39,Good,PM2.5,39.0,0.0,Good
Ethiopia,Bako,58,Moderate,PM2.5,58.0,0.0,Moderate
Brazil,Catalao,23,Good,OZONE,23.0,0.0,Good
United States of America,Collierville,73,Moderate,PM2.5,73.0,0.0,Moderate
India,Gajraula,500,Hazardous,PM2.5,500.0,0.0,Hazardous
Ecuador,Catamayo,24,Good,PM2.5,23.8,0.2,Good
Azerbaijan,Zaqatala,35,Good,OZONE,35.0,0.0,Good
United States of America,Cornelius,40,Good,PM2.5,40.0,0.0,Good
India,Deolali,138,Unhealthy for Sensitive Groups,PM2.5,138.1,0.1,Unhealthy (Sensitive)
India,Dhamnod,159,Unhealthy,PM2.5,159.0,0.0,Unhealthy
United States of America,Brookfield,48,Good,PM2.5,48.0,0.0,Good
Sri Lanka,Batticaloa,54,Moderate,PM2.5,54.0,0.0,Moderate
United States of America,Bellmawr,52,Moderate,PM2.5,52.0,0.0,Moderate
United States of America,Kerrville,36,Good,PM2.5,36.0,0.0,Good
Germany,Huckelhoven,34,Good,PM2.5,34.0,0.0,Good
Canada,Brooks,60,Moderate,PM2.5,60.0,0.0,Moderate
United States of America,Portage,47,Good,PM2.5,47.0,0.0,Good
Romania,Calarasi,38,Good,OZONE,38.0,0.0,Good
Russian Federation,Anzhero Sudzhensk,34,Good,PM2.5,34.0,0.0,Good
Canada,Whitchurch Stouffville,37,Good,PM2.5,37.0,0.0,Good
Indonesia,Mlati,49,Good,PM2.5,49.0,0.0,Good
Russian Federation,Uryupinsk,51,Moderate,PM2.5,51.0,0.0,Moderate
Iran (Islamic Republic of),Hendijan,151,Unhealthy,PM2.5,151.0,0.0,Unhealthy
Brazil,Betim,91,Moderate,PM2.5,91.0,0.0,Moderate
Japan,Kasugai,49,Good,OZONE,49.1,0.1,Good
Mexico,Meoqui,32,Good,PM2.5,32.0,0.0,Good
Italy,Roncade,52,Moderate,PM2.5,52.0,0.0,Moderate
Germany,Braunau,59,Moderate,PM2.5,59.0,0.0,Moderate
Netherlands,Barendrecht,39,Good,OZONE,39.0,0.0,Good
Ukraine,Vysokyy,52,Moderate,PM2.5,52.0,0.0,Moderate
Cameroon,Guider,76,Moderate,PM2.5,76.0,0.0,Moderate
United States of America,Newton,41,Good,PM2.5,41.0,0.0,Good
Germany,Donaueschingen,61,Moderate,PM2.5,61.0,0.0,Moderate
Brazil,Arapongas,37,Good,PM2.5,37.0,0.0,Good
United States of America,Graham,51,Moderate,PM2.5,51.0,0.0,Moderate
Czechia,Tachov,31,Good,OZONE,31.0,0.0,Good
Germany,Ludwigsburg,31,Good,PM2.5,31.0,0.0,Good
China,Shizuishan,73,Moderate,PM2.5,73.0,0.0,Moderate
Côte d'Ivoire,Bingerville,56,Moderate,PM2.5,56.0,0.0,Moderate
United States of America,Vermilion,56,Moderate,PM2.5,56.0,0.0,Moderate
Indonesia,Situbondo,51,Moderate,PM2.5,51.0,0.0,Moderate
Brazil,Joinville,105,Unhealthy for Sensitive Groups,PM2.5,105.1,0.1,Unhealthy (Sensitive)
Philippines,Baao,48,Good,PM2.5,48.0,0.0,Good
United States of America,Bonham,71,Moderate,PM2.5,71.0,0.0,Moderate
Burundi,Bujumbura,90,Moderate,PM2.5,90.0,0.0,Moderate
Brazil,Ico,31,Good,PM2.5,31.0,0.0,Good
Kazakhstan,Temirtau,38,Good,PM2.5,38.0,0.0,Good
Afghanistan,Acin,62,Moderate,PM2.5,62.0,0.0,Moderate
Colombia,Magangue,35,Good,PM2.5,35.0,0.0,Good
Ghana,Berekum,65,Moderate,PM2.5,65.0,0.0,Moderate
Brazil,Vitoria De Santo Antao,46,Good,PM2.5,46.0,0.0,Good
Venezuela (Bolivarian Republic of),San Juan De Los Morros,156,Unhealthy,PM2.5,156.0,0.0,Unhealthy
India,Pachperwa,139,Unhealthy for Sensitive Groups,PM2.5,139.2,0.2,Unhealthy (Sensitive)
United States of America,Wilmington Island,54,Moderate,PM2.5,54.0,0.0,Moderate
Serbia,Prijepolje,61,Moderate,PM2.5,61.0,0.0,Moderate
United States of America,Rio Rancho,37,Good,PM2.5,37.0,0.0,Good
Denmark,Lillerod,33,Good,OZONE,33.0,0.0,Good
India,Rajkot,151,Unhealthy,PM2.5,151.0,0.0,Unhealthy
Russian Federation,Kushva,58,Moderate,PM2.5,58.0,0.0,Moderate
Serbia,Sjenica,54,Moderate,PM2.5,54.0,0.0,Moderate
Brazil,Loanda,17,Good,OZONE,17.0,0.0,Good
Italy,Catanzaro,68,Moderate,OZONE,67.6,0.4,Moderate
India,Kendrapara,165,Unhealthy,PM2.5,165.0,0.0,Unhealthy
Poland,Wielun,87,Moderate,PM2.5,87.0,0.0,Moderate
France,Tinqueux,30,Good,PM2.5,30.0,0.0,Good
Serbia,Borca,86,Moderate,PM2.5,86.0,0.0,Moderate
Poland,Puck,87,Moderate,PM2.5,87.0,0.0,Moderate
Brazil,Trindade,23,Good,PM2.5,23.0,0.0,Good
Brazil,Una,18,Good,PM2.5,18.0,0.0,Good
United States of America,Farmers Branch,57,Moderate,PM2.5,57.0,0.0,Moderate
Denmark,Roskilde,36,Good,PM2.5,36.0,0.0,Good
Germany,Bonen,35,Good,OZONE,35.0,0.0,Good
Russian Federation,Stupino,33,Good,OZONE,33.0,0.0,Good
India,Challapalle,62,Moderate,PM2.5,62.0,0.0,Moderate
China,Taian,129,Unhealthy for Sensitive Groups,PM2.5,129.1,0.1,Unhealthy (Sensitive)
Iran (Islamic Republic of),Tabriz,72,Moderate,PM2.5,72.0,0.0,Moderate
Guatemala,Mixco,87,Moderate,PM2.5,87.0,0.0,Moderate
Turkey,Corlu,36,Good,OZONE,36.0,0.0,Good
Uganda,Entebbe,54,Moderate,PM2.5,54.0,0.0,Moderate
United States of America,Cartersville,66,Moderate,PM2.5,66.0,0.0,Moderate
Japan,Takaishi,43,Good,PM2.5,43.0,0.0,Good
India,Talikota,79,Moderate,PM2.5,79.0,0.0,Moderate
Mexico,Teziutlan,67,Moderate,PM2.5,67.0,0.0,Moderate
Czechia,Humpolec,79,Moderate,PM2.5,79.0,0.0,Moderate
Japan,Hashima,125,Unhealthy for Sensitive Groups,PM2.5,125.0,0.0,Unhealthy (Sensitive)
Greece,Voula,68,Moderate,PM2.5,68.0,0.0,Moderate
Colombia,Quinchia,87,Moderate,PM2.5,87.0,0.0,Moderate
Russian Federation,Revda,30,Good,OZONE,30.0,0.0,Good
Republic of North Macedonia,Negotino,59,Moderate,PM2.5,59.0,0.0,Moderate
United States of America,Pittsfield,31,Good,OZONE,31.0,0.0,Good
Brazil,Icara,53,Moderate,PM2.5,53.0,0.0,Moderate
Myanmar,Pathein,30,Good,PM2.5,30.0,0.0,Good
India,Krishnarajpet,67,Moderate,PM2.5,67.0,0.0,Moderate
India,Botad,127,Unhealthy for Sensitive Groups,PM2.5,127.1,0.1,Unhealthy (Sensitive)
South Africa,Fochville,154,Unhealthy,PM2.5,154.0,0.0,Unhealthy
Italy,Castellanza,72,Moderate,PM2.5,72.0,0.0,Moderate
United Kingdom of Great Britain and Northern Ireland,Godalming,36,Good,PM2.5,36.0,0.0,Good
Brazil,Jandaia Do Sul,35,Good,PM2.5,35.0,0.0,Good
Spain,Tomino,38,Good,PM2.5,38.0,0.0,Good
Germany,Donzdorf,29,Good,OZONE,29.0,0.0,Good
,Lulea,28,Good,OZONE,28.0,0.0,Good
United States of America,Huber Heights,44,Good,OZONE,44.0,0.0,Good
Italy,Riccione,75,Moderate,PM2.5,75.0,0.0,Moderate
Spain,Archena,31,Good,OZONE,31.0,0.0,Good
China,Jinxi,93,Moderate,PM2.5,93.0,0.0,Moderate
Germany,Gangelt,41,Good,PM2.5,41.0,0.0,Good
Mexico,Tlaltizapan,98,Moderate,PM2.5,98.0,0.0,Moderate
China,Gejiu,36,Good,PM2.5,36.0,0.0,Good
,Guaratuba,45,Good,PM2.5,45.0,0.0,Good
Malaysia,Keningau,55,Moderate,PM2.5,55.0,0.0,Moderate
France,Saint Cyr Sur Loire,37,Good,PM2.5,37.0,0.0,Good
Thailand,Ranot,70,Moderate,PM2.5,70.0,0.0,Moderate
Italy,Mandello Del Lario,61,Moderate,PM2.5,61.0,0.0,Moderate
China,Sanhsia,87,Moderate,PM2.5,87.0,0.0,Moderate
United States of America,Kentwood,51,Moderate,PM2.5,51.0,0.0,Moderate
Brazil,Sao Francisco De Paula,21,Good,PM2.5,21.0,0.0,Good
Romania,Sibiu,39,Good,PM2.5,39.0,0.0,Good
China,Nanzhang,120,Unhealthy for Sensitive Groups,OZONE,119.8,0.2,Unhealthy (Sensitive)
United States of America,Onalaska,46,Good,OZONE,46.0,0.0,Good
Brazil,Cabreuva,164,Unhealthy,PM2.5,164.5,0.5,Unhealthy
United States of America,Concord,43,Good,OZONE,43.0,0.0,Good
China,Yilan,46,Good,OZONE,46.0,0.0,Good
Ukraine,Yavoriv,76,Moderate,PM2.5,76.0,0.0,Moderate
Germany,Kiel,42,Good,OZONE,42.0,0.0,Good
Italy,Francavilla Al Mare,51,Moderate,PM2.5,51.0,0.0,Moderate
Italy,Pescara,70,Moderate,PM2.5,70.0,0.0,Moderate
Italy,Trieste,47,Good,OZONE,47.0,0.0,Good
Brazil,Cameta,47,Good,PM2.5,47.0,0.0,Good
Turkey,Islahiye,44,Good,OZONE,44.0,0.0,Good
Italy,Anagni,56,Moderate,PM2.5,56.0,0.0,Moderate
Brazil,Campanha,45,Good,PM2.5,45.0,0.0,Good
Kazakhstan,Shemonaikha,34,Good,OZONE,34.0,0.0,Good
France,Fontenay Sous Bois,70,Moderate,PM2.5,70.0,0.0,Moderate
Sweden,Strangnas,31,Good,OZONE,31.0,0.0,Good
Indonesia,Blitar,39,Good,PM2.5,39.0,0.0,Good
Brazil,Buri,24,Good,OZONE,24.0,0.0,Good
Romania,Titu,54,Moderate,PM2.5,54.0,0.0,Moderate
Colombia,Bugalagrande,61,Moderate,PM2.5,61.0,0.0,Moderate
Colombia,Yumbo,59,Moderate,PM2.5,59.0,0.0,Moderate
United States of America,Central Point,37,Good,PM2.5,37.0,0.0,Good
Germany,Alfter,58,Moderate,PM2.5,58.0,0.0,Moderate
India,Sirohi,193,Unhealthy,PM2.5,193.3,0.3,Unhealthy
Malaysia,Tapah,51,Moderate,PM2.5,51.0,0.0,Moderate
United States of America,Pleasant Grove,20,Good,PM2.5,20.0,0.0,Good
United States of America,Cherryland,45,Good,PM2.5,45.0,0.0,Good
Japan,Gobo,46,Good,OZONE,46.0,0.0,Good
United States of America,Pike Creek,51,Moderate,PM2.5,51.0,0.0,Moderate
Ukraine,Sartana,37,Good,OZONE,37.0,0.0,Good
Romania,Videle,41,Good,OZONE,41.0,0.0,Good
Russian Federation,Kamensk Shakhtinskiy,36,Good,PM2.5,36.0,0.0,Good
Brazil,Casa Nova,32,Good,PM2.5,32.0,0.0,Good
Germany,Dingolfing,29,Good,OZONE,29.0,0.0,Good
Thailand,Photharam,32,Good,PM2.5,32.0,0.0,Good
Peru,Chocope,32,Good,PM2.5,32.0,0.0,Good
Philippines,Ma Ao,36,Good,PM2.5,36.0,0.0,Good
Serbia,Pec,95,Moderate,PM2.5,95.1,0.1,Moderate
Germany,Porta Westfalica,70,Moderate,PM2.5,70.0,0.0,Moderate
Japan,Kusu,47,Good,OZONE,47.0,0.0,Good
Poland,Raciborz,97,Moderate,PM2.5,97.0,0.0,Moderate
Germany,Kornwestheim,41,Good,PM2.5,41.0,0.0,Good
Tunisia,Qafsah,64,Moderate,PM2.5,64.0,0.0,Moderate
Germany,Langenzenn,56,Moderate,PM2.5,56.0,0.0,Moderate
France,Illzach,65,Moderate,PM2.5,65.0,0.0,Moderate
India,Khaga,176,Unhealthy,PM2.5,176.0,0.0,Unhealthy
Russian Federation,Yefremov,50,Good,PM2.5,50.0,0.0,Good
France,Saint Fons,41,Good,PM2.5,41.0,0.0,Good
Italy,Villaricca,71,Moderate,OZONE,71.0,0.0,Moderate
Spain,Olivenza,36,Good,OZONE,36.0,0.0,Good
Italy,Bresso,90,Moderate,PM2.5,90.0,0.0,Moderate
Algeria,Wahran,43,Good,PM2.5,43.0,0.0,Good
China,Tangping,57,Moderate,PM2.5,57.0,0.0,Moderate
Nigeria,Jimeta,59,Moderate,PM2.5,59.0,0.0,Moderate
Indonesia,Cikeruh,76,Moderate,PM2.5,76.0,0.0,Moderate
China,Jiancheng,148,Unhealthy for Sensitive Groups,PM2.5,146.5,1.5,Unhealthy (Sensitive)
Nepal,Biratnagar,67,Moderate,PM2.5,67.0,0.0,Moderate
Poland,Leczyca,42,Good,OZONE,42.0,0.0,Good
Japan,Yasugi,58,Moderate,PM2.5,58.0,0.0,Moderate
Brazil,Cacador,59,Moderate,PM2.5,59.0,0.0,Moderate
Russian Federation,Nizhnyaya Maktama,44,Good,PM2.5,44.0,0.0,Good
Poland,Chojnow,59,Moderate,PM2.5,59.0,0.0,Moderate
Republic of North Macedonia,Struga,60,Moderate,PM2.5,60.0,0.0,Moderate
Brazil,Rio Verde De Mato Grosso,14,Good,PM2.5,14.2,0.2,Good
Germany,Sigmaringen,61,Moderate,PM2.5,61.0,0.0,Moderate
Poland,Slubice,58,Moderate,PM2.5,58.0,0.0,Moderate
Botswana,Ramotswa,69,Moderate,PM2.5,69.0,0.0,Moderate
India,Raja Sansi,154,Unhealthy,OZONE,153.9,0.1,Unhealthy
United States of America,Downey,117,Unhealthy for Sensitive Groups,PM2.5,117.2,0.2,Unhealthy (Sensitive)
Italy,Novellara,57,Moderate,PM2.5,57.0,0.0,Moderate
Russian Federation,Skopin,42,Good,PM2.5,42.0,0.0,Good
Spain,Cartagena,50,Good,PM2.5,50.0,0.0,Good
Mexico,Ixtapa,54,Moderate,PM2.5,54.0,0.0,Moderate
Kenya,Kisumu,150,Unhealthy,PM2.5,149.8,0.2,Unhealthy (Sensitive)
,Vico Equense,73,Moderate,OZONE,73.0,0.0,Moderate
Russian Federation,Yelizavetinskaya,48,Good,PM2.5,48.0,0.0,Good
United Republic of Tanzania,Igurubi,35,Good,PM2.5,35.0,0.0,Good
India,Hazaribag,166,Unhealthy,PM2.5,166.0,0.0,Unhealthy
Spain,Santa Comba,30,Good,OZONE,30.0,0.0,Good
Bhutan,Punakha,21,Good,PM2.5,21.0,0.0,Good
Canada,Magog,57,Moderate,PM2.5,57.0,0.0,Moderate
India,Nedumangad,60,Moderate,PM2.5,60.0,0.0,Moderate
United States of America,Taylorsville,45,Good,PM2.5,45.0,0.0,Good
Germany,Wesseling,30,Good,PM2.5,30.0,0.0,Good
Poland,Sokolka,36,Good,OZONE,36.0,0.0,Good
India,Manchar,112,Unhealthy for Sensitive Groups,PM2.5,112.0,0.0,Unhealthy (Sensitive)
Thailand,Phra Pradaeng,70,Moderate,PM2.5,70.0,0.0,Moderate
Brazil,Balsas,50,Good,PM2.5,50.0,0.0,Good
United States of America,Vestavia Hills,71,Moderate,PM2.5,71.0,0.0,Moderate
Italy,Giaveno,39,Good,PM2.5,39.0,0.0,Good
India,Bhinmal,202,Very Unhealthy,PM2.5,202.1,0.1,Very Unhealthy
United States of America,West Hartford,50,Good,PM2.5,50.0,0.0,Good
Romania,Dolhasca,58,Moderate,PM2.5,58.0,0.0,Moderate
United Republic of Tanzania,Makuyuni,23,Good,PM2.5,23.0,0.0,Good
Greece,Larisa,41,Good,OZONE,41.0,0.0,Good
China,Jiaocheng,122,Unhealthy for Sensitive Groups,OZONE,122.3,0.3,Unhealthy (Sensitive)
United Kingdom of Great Britain and Northern Ireland,Barnsley,56,Moderate,PM2.5,56.0,0.0,Moderate
Portugal,Vale Da Amoreira,29,Good,OZONE,29.0,0.0,Good
Czechia,Vlasim,57,Moderate,PM2.5,57.0,0.0,Moderate
United Republic of Tanzania,Bwanga,39,Good,PM2.5,39.0,0.0,Good
Germany,Furth,45,Good,PM2.5,45.0,0.0,Good
Russian Federation,Osa,35,Good,OZONE,35.0,0.0,Good
United States of America,Marquette,34,Good,OZONE,34.0,0.0,Good
Italy,Desio,73,Moderate,PM2.5,73.0,0.0,Moderate
Brazil,Presidente Bernardes,43,Good,PM2.5,43.0,0.0,Good
United States of America,Garner,62,Moderate,PM2.5,62.0,0.0,Moderate
Japan,Ichinomiya,57,Moderate,PM2.5,57.0,0.0,Moderate
Russian Federation,Chekmagush,39,Good,PM2.5,39.0,0.0,Good
Indonesia,Cicalengka,101,Unhealthy for Sensitive Groups,PM2.5,101.0,0.0,Unhealthy (Sensitive)
China,Juxian,156,Unhealthy,OZONE,156.0,0.0,Unhealthy
Mexico,La Cruz,35,Good,PM2.5,35.0,0.0,Good
Tunisia,Bajah,47,Good,OZONE,47.0,0.0,Good
Belarus,Ivanava,33,Good,OZONE,33.0,0.0,Good
Brazil,Maragogi,23,Good,OZONE,23.0,0.0,Good
China,Hanting,165,Unhealthy,PM2.5,164.9,0.1,Unhealthy
Malaysia,Jenjarom,55,Moderate,PM2.5,55.0,0.0,Moderate
India,Aron,212,Very Unhealthy,PM2.5,213.5,1.5,Very Unhealthy
United States of America,Rosenberg,34,Good,PM2.5,34.0,0.0,Good
United States of America,Fort Washington,51,Moderate,PM2.5,51.0,0.0,Moderate
Russian Federation,Samarskoye,40,Good,OZONE,40.0,0.0,Good
Philippines,Antipolo,61,Moderate,PM2.5,61.0,0.0,Moderate
Germany,Haigerloch,30,Good,OZONE,30.0,0.0,Good
Brazil,Nova Londrina,14,Good,PM2.5,14.0,0.0,Good
India,Faridkot,163,Unhealthy,PM2.5,163.0,0.0,Unhealthy
India,Kandhla,500,Hazardous,PM2.5,499.7,0.3,Hazardous
Indonesia,Karangasem,44,Good,PM2.5,44.0,0.0,Good
Somalia,Dinsor,22,Good,PM2.5,22.0,0.0,Good
India,Gossaigaon,136,Unhealthy for Sensitive Groups,PM2.5,135.6,0.4,Unhealthy (Sensitive)
China,Tieli,47,Good,PM2.5,47.0,0.0,Good
United Republic of Tanzania,Maramba,36,Good,PM2.5,36.0,0.0,Good
Japan,Ueki,28,Good,OZONE,28.0,0.0,Good
United States of America,Dentsville,43,Good,OZONE,43.0,0.0,Good
United States of America,Mastic Beach,37,Good,PM2.5,37.0,0.0,Good
Philippines,Mambajao,112,Unhealthy for Sensitive Groups,PM2.5,112.0,0.0,Unhealthy (Sensitive)
Russian Federation,Shcherbinka,44,Good,PM2.5,44.0,0.0,Good
United States of America,Norfolk,34,Good,OZONE,34.0,0.0,Good
Peru,Puno,23,Good,PM2.5,23.0,0.0,Good
United States of America,Gaffney,67,Moderate,PM2.5,67.0,0.0,Moderate
Sri Lanka,Kelaniya,58,Moderate,PM2.5,58.0,0.0,Moderate
Azerbaijan,Qax,32,Good,OZONE,32.0,0.0,Good
Germany,Raunheim,53,Moderate,PM2.5,53.0,0.0,Moderate
Greece,Triandria,69,Moderate,PM2.5,69.0,0.0,Moderate
Brazil,Rio Bonito,95,Moderate,PM2.5,95.0,0.0,Moderate
France,Saint Paul Les Dax,41,Good,OZONE,41.0,0.0,Good
Portugal,Viseu,27,Good,OZONE,27.0,0.0,Good
Mexico,Zinacantepec,163,Unhealthy,PM2.5,163.0,0.0,Unhealthy
Cameroon,Monatele,42,Good,PM2.5,42.0,0.0,Good
United States of America,West Valley City,52,Moderate,PM2.5,52.0,0.0,Moderate
India,Sompeta,154,Unhealthy,PM2.5,154.0,0.0,Unhealthy
United States of America,Patchogue,74,Moderate,PM2.5,74.0,0.0,Moderate
Poland,Stalowa Wola,56,Moderate,PM2.5,56.0,0.0,Moderate
Tajikistan,Proletarsk,135,Unhealthy for Sensitive Groups,PM2.5,135.1,0.1,Unhealthy (Sensitive)
Chad,Moundou,67,Moderate,PM2.5,67.0,0.0,Moderate
United States of America,Lynbrook,116,Unhealthy for Sensitive Groups,PM2.5,116.4,0.4,Unhealthy (Sensitive)
India,Sirsilla,176,Unhealthy,PM2.5,176.0,0.0,Unhealthy
Portugal,Montijo,31,Good,OZONE,31.0,0.0,Good
Honduras,El Progreso,76,Moderate,PM2.5,76.0,0.0,Moderate
Russian Federation,Volodarsk,38,Good,OZONE,38.0,0.0,Good
Thailand,Kosum Phisai,54,Moderate,PM2.5,54.0,0.0,Moderate
China,Peking,123,Unhealthy for Sensitive Groups,PM2.5,123.0,0.0,Unhealthy (Sensitive)
France,Sainte Luce Sur Loire,32,Good,PM2.5,32.0,0.0,Good
France,Autun,151,Unhealthy,PM2.5,151.0,0.0,Unhealthy
Colombia,Palmar De Varela,85,Moderate,PM2.5,85.0,0.0,Moderate
Russian Federation,Suvorovskaya,52,Moderate,PM2.5,52.0,0.0,Moderate
China,Taicheng,90,Moderate,PM2.5,90.0,0.0,Moderate
Germany,Bad Essen,34,Good,OZONE,34.0,0.0,Good
Thailand,Sam Roi Yot,30,Good,PM2.5,30.0,0.0,Good
China,Baoqing,34,Good,PM2.5,34.0,0.0,Good
China,Yangshan,195,Unhealthy,OZONE,194.1,0.9,Unhealthy
Germany,Dillenburg,55,Moderate,PM2.5,55.0,0.0,Moderate
Turkey,Goksun,63,Moderate,PM2.5,63.0,0.0,Moderate
Ecuador,Arenillas,34,Good,PM2.5,34.0,0.0,Good
France,Hazebrouck,36,Good,OZONE,36.0,0.0,Good
United States of America,San Benito,124,Unhealthy for Sensitive Groups,PM2.5,123.9,0.1,Unhealthy (Sensitive)
India,Piro,185,Unhealthy,PM2.5,185.0,0.0,Unhealthy
Central African Republic,Bangassou,62,Moderate,PM2.5,62.0,0.0,Moderate
China,Lanxi,145,Unhealthy for Sensitive Groups,OZONE,144.8,0.2,Unhealthy (Sensitive)
United States of America,Pearl River,74,Moderate,PM2.5,74.0,0.0,Moderate
Haiti,Dessalines,74,Moderate,PM2.5,74.0,0.0,Moderate
Brazil,Palmas,163,Unhealthy,PM2.5,163.0,0.0,Unhealthy
United States of America,Tulare,55,Moderate,PM2.5,55.0,0.0,Moderate
India,Sholavandan,46,Good,PM2.5,46.0,0.0,Good
Indonesia,Lubuk Pakam,98,Moderate,PM2.5,98.0,0.0,Moderate
France,Vaureal,76,Moderate,PM2.5,76.0,0.0,Moderate
Slovakia,Poprad,60,Moderate,PM2.5,60.0,0.0,Moderate
Russian Federation,Bataysk,45,Good,OZONE,45.0,0.0,Good
Costa Rica,Canas,55,Moderate,PM2.5,55.0,0.0,Moderate
Guatemala,Chichicastenango,61,Moderate,PM2.5,61.0,0.0,Moderate
India,Vaghodia,151,Unhealthy,PM2.5,151.0,0.0,Unhealthy
Japan,Nishiwaki,70,Moderate,PM2.5,70.0,0.0,Moderate
Pakistan,Dadu,166,Unhealthy,PM2.5,166.0,0.0,Unhealthy
United States of America,Torrington,60,Moderate,PM2.5,60.0,0.0,Moderate
United States of America,Ellicott City,44,Good,PM2.5,44.0,0.0,Good
Brazil,Aparecida,82,Moderate,PM2.5,82.0,0.0,Moderate
Germany,Laupheim,63,Moderate,PM2.5,63.0,0.0,Moderate
China,Beihai,101,Unhealthy for Sensitive Groups,PM2.5,101.0,0.0,Unhealthy (Sensitive)
Ukraine,Kostyantynivka,49,Good,PM2.5,49.0,0.0,Good
Russian Federation,Zvenigovo,39,Good,PM2.5,39.0,0.0,Good
Uzbekistan,Angren,120,Unhealthy for Sensitive Groups,PM2.5,120.0,0.0,Unhealthy (Sensitive)
Republic of Moldova,Dnestrovsc,45,Good,PM2.5,45.0,0.0,Good
China,Gaogou,202,Very Unhealthy,OZONE,202.0,0.0,Very Unhealthy
United States of America,Houston,103,Unhealthy for Sensitive Groups,PM2.5,103.0,0.0,Unhealthy (Sensitive)
Brazil,Claudio,71,Moderate,PM2.5,71.0,0.0,Moderate
Germany,Offenbach,52,Moderate,PM2.5,52.0,0.0,Moderate
,La Ciotat,31,Good,OZONE,31.0,0.0,Good
Sweden,Ornskoldsvik,27,Good,OZONE,27.0,0.0,Good
Germany,Trossingen,42,Good,PM2.5,42.0,0.0,Good
Poland,Trzebinia,61,Moderate,PM2.5,61.0,0.0,Moderate
Brazil,Inhapim,45,Good,PM2.5,45.0,0.0,Good
Paraguay,Ita,111,Unhealthy for Sensitive Groups,PM2.5,111.0,0.0,Unhealthy (Sensitive)
United States of America,Lemay,79,Moderate,PM2.5,79.0,0.0,Moderate
Romania,Ramnicu Sarat,36,Good,OZONE,36.0,0.0,Good
United States of America,Milwaukie,52,Moderate,PM2.5,52.0,0.0,Moderate
Germany,Wasserburg,67,Moderate,PM2.5,67.0,0.0,Moderate
Nicaragua,Nueva Guinea,43,Good,PM2.5,43.0,0.0,Good
Portugal,Ovar,41,Good,OZONE,41.0,0.0,Good
India,Katangi,153,Unhealthy,PM2.5,153.0,0.0,Unhealthy
Madagascar,Moramanga,21,Good,OZONE,21.0,0.0,Good
Indonesia,Kadipaten,63,Moderate,PM2.5,63.0,0.0,Moderate
Italy,Cairo Montenotte,64,Moderate,OZONE,64.0,0.0,Moderate
France,Hoenheim,33,Good,OZONE,33.0,0.0,Good
China,Zhuzhou,80,Moderate,PM2.5,80.0,0.0,Moderate
Mexico,El Rosario,110,Unhealthy for Sensitive Groups,PM2.5,110.0,0.0,Unhealthy (Sensitive)
Poland,Wlodawa,32,Good,PM2.5,32.0,0.0,Good
United States of America,Annapolis,61,Moderate,PM2.5,61.0,0.0,Moderate
Spain,Calella,63,Moderate,PM2.5,63.0,0.0,Moderate
Costa Rica,Quesada,71,Moderate,PM2.5,71.0,0.0,Moderate
India,Moram,160,Unhealthy,PM2.5,160.0,0.0,Unhealthy
